Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"98","'191","Croatia","976","'02122","Sheep","5111","Stocks","1999","1999","Head","488535.000000","A"
"173","'616","Poland","619","'01359.90","Other fruits, n.e.c.","5419","Yield","2001","2001","hg/ha","20000.000000","E"
"11","'040","Austria","982","'02291","Raw milk of sheep","5420","Yield","2012","2012","hg/An","4254.000000","E"
"174","'620","Portugal","56","'0112","Maize (corn)","5510","Production","2017","2017","tonnes","745123.000000","A"
"106","'380","Italy","1806","'F1806","Beef and Buffalo Meat","5417","Yield/Carcass Weight","1963","1963","hg/An","1782.000000","E"
"54","'208","Denmark","414","'01241.90","Other beans, green","5510","Production","1970","1970","tonnes","2047.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","869","'21512","Cattle fat, unrendered","5510","Production","2000","2000","tonnes","60056.000000","I"
"97","'348","Hungary","333","'01441","Linseed","5510","Production","1990","1990","tonnes","9827.000000","A"
"98","'191","Croatia","426","'01251","Carrots and turnips","5419","Yield","2011","2011","hg/ha","252391.000000","E"
"167","'203","Czechia","56","'0112","Maize (corn)","5419","Yield","2011","2011","hg/ha","87908.000000","E"
"97","'348","Hungary","882","'02211","Raw milk of cattle","5510","Production","2013","2013","tonnes","1772762.000000","A"
"174","'620","Portugal","417","'01242","Peas, green","5312","Area harvested","2016","2016","ha","716.000000","A"
"68","'250","France","1717","'F1717","Cereals, Total","5510","Production","1994","1994","tonnes","53185121.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","987","'02941","Shorn wool, greasy, including fleece-washed shorn wool","5510","Production","2013","2013","tonnes","68000.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1057","'02151","Chickens","5112","Stocks","1990","1990","1000 Head","124636.000000","A"
"150","'528","Netherlands","1738","'F1738","Fruit Primary","5510","Production","1988","1988","tonnes","486900.000000","E"
"11","'040","Austria","372","'01214","Lettuce and chicory","5510","Production","1988","1988","tonnes","28558.000000","A"
"79","'276","Germany","176","'01701","Beans, dry","5510","Production","1998","1998","tonnes",,"M"
"210","'752","Sweden","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","1981","1981","hg/ha","273395.000000","E"
"150","'528","Netherlands","560","'01330","Grapes","5419","Yield","1963","1963","hg/ha","221694.000000","E"
"97","'348","Hungary","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","1994","1994","ha","1000.000000","A"
"174","'620","Portugal","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5510","Production","1998","1998","tonnes","9847.000000","I"
"11","'040","Austria","534","'01345","Peaches and nectarines","5419","Yield","1987","1987","hg/ha","73650.000000","I"
"255","'056","Belgium","979","'21514","Sheep fat, unrendered","5320","Producing Animals/Slaughtered","2001","2001","Head","234000.000000","A"
"27","'100","Bulgaria","336","'01449.02","Hempseed","5419","Yield","1978","1978","hg/ha","1397.000000","I"
"255","'056","Belgium","1841","'F1841","Oilcrops, Cake Equivalent","5510","Production","2013","2013","tonnes","41202.000000","E"
"97","'348","Hungary","222","'01376","Walnuts, in shell","5510","Production","1974","1974","tonnes","17485.000000","A"
"68","'250","France","544","'01354","Strawberries","5510","Production","1962","1962","tonnes","42520.000000","T"
"174","'620","Portugal","27","'0113","Rice","5312","Area harvested","2015","2015","ha","29142.000000","A"
"97","'348","Hungary","982","'02291","Raw milk of sheep","5318","Milk Animals","2005","2005","Head","112000.000000","A"
"11","'040","Austria","426","'01251","Carrots and turnips","5419","Yield","2013","2013","hg/ha","565429.000000","E"
"198","'705","Slovenia","1020","'02292","Raw milk of goats","5318","Milk Animals","2001","2001","Head","5390.000000","A"
"84","'300","Greece","984","'22253","Cheese from milk of sheep, fresh or processed","5510","Production","1988","1988","tonnes","123894.000000","A"
"183","'642","Romania","1729","'F1729","Treenuts, Total","5510","Production","2012","2012","tonnes","30646.000000","E"
"63","'233","Estonia","79","'0118","Millet","5510","Production","2005","2005","tonnes",,"M"
"173","'616","Poland","547","'01353.01","Raspberries","5510","Production","1980","1980","tonnes","19507.000000","A"
"203","'724","Spain","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5510","Production","1976","1976","tonnes","418100.000000","A"
"203","'724","Spain","1098","'21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","5320","Producing Animals/Slaughtered","1992","1992","Head","27700.000000","A"
"97","'348","Hungary","1068","'02154","Ducks","5112","Stocks","1978","1978","1000 Head","1552.000000","A"
"134","'470","Malta","394","'01235","Pumpkins, squash and gourds","5312","Area harvested","1965","1965","ha","184.000000","A"
"98","'191","Croatia","1723","'F1723","Sugar Crops Primary","5419","Yield","2004","2004","hg/ha","475585.000000","E"
"167","'203","Czechia","1025","'02954","Raw hides and skins of goats or kids","5320","Producing Animals/Slaughtered","2003","2003","Head","16500.000000","E"
"79","'276","Germany","900","'22130.02","Whey, dry","5510","Production","1987","1987","tonnes","135304.000000","A"
"84","'300","Greece","568","'01229","Cantaloupes and other melons","5510","Production","1970","1970","tonnes","100559.000000","A"
"11","'040","Austria","549","'01351.02","Gooseberries","5312","Area harvested","1995","1995","ha","350.000000","E"
"63","'233","Estonia","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5510","Production","2003","2003","tonnes","2538.000000","I"
"79","'276","Germany","181","'01702","Broad beans and horse beans, dry","5419","Yield","1983","1983","hg/ha","25318.000000","T"
"54","'208","Denmark","898","'22212","Skim milk and whey powder","5510","Production","1963","1963","tonnes","9753.000000","A"
"79","'276","Germany","549","'01351.02","Gooseberries","5312","Area harvested","1966","1966","ha","31000.000000","E"
"174","'620","Portugal","1809","'F1809","Skim Milk&Buttermilk,Dry","5510","Production","1981","1981","tonnes","5847.000000","E"
"119","'428","Latvia","1732","'F1732","Oilcrops, Oil Equivalent","5510","Production","2020","2020","tonnes","173245.000000","E"
"84","'300","Greece","951","'02212","Raw milk of buffalo","5510","Production","2014","2014","tonnes","265.000000","A"
"255","'056","Belgium","449","'01270","Mushrooms and truffles","5510","Production","2016","2016","tonnes","29450.000000","A"
"174","'620","Portugal","541","'01349.20","Other stone fruits","5510","Production","1983","1983","tonnes","3811.000000","A"
"173","'616","Poland","270","'01443","Rape or colza seed","5312","Area harvested","2019","2019","ha","875210.000000","A"
"173","'616","Poland","898","'22212","Skim milk and whey powder","5510","Production","1995","1995","tonnes","130000.000000","T"
"229","'826","United Kingdom of Great Britain and Northern Ireland","271","'21641.01","Rapeseed or canola oil, crude","5510","Production","2011","2011","tonnes","783100.000000","T"
"104","'372","Ireland","1096","'02131","Horses","5111","Stocks","1994","1994","Head","67000.000000","A"
"50","'196","Cyprus","1025","'02954","Raw hides and skins of goats or kids","5510","Production","1977","1977","tonnes","492.000000","I"
"79","'276","Germany","1816","'F1816","Evaporat&Condensed Milk","5510","Production","1975","1975","tonnes","560828.000000","E"
"203","'724","Spain","530","'01344.01","Sour cherries","5419","Yield","2002","2002","hg/ha","51980.000000","E"
"98","'191","Croatia","1816","'F1816","Evaporat&Condensed Milk","5510","Production","1994","1994","tonnes",,"E"
"173","'616","Poland","394","'01235","Pumpkins, squash and gourds","5419","Yield","2015","2015","hg/ha","325348.000000","E"
"210","'752","Sweden","176","'01701","Beans, dry","5312","Area harvested","1963","1963","ha","1630.000000","A"
"174","'620","Portugal","220","'01373","Chestnuts, in shell","5312","Area harvested","2016","2016","ha","35718.000000","A"
"50","'196","Cyprus","619","'01359.90","Other fruits, n.e.c.","5510","Production","1970","1970","tonnes","1016.000000","A"
"134","'470","Malta","1783","'F1783","Eggs Primary","5510","Production","1972","1972","tonnes","5174.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","531","'01344.02","Cherries","5312","Area harvested","1979","1979","ha","1400.000000","E"
"173","'616","Poland","773","'26190.01","Flax, processed but not spun","5510","Production","1964","1964","tonnes","46000.000000","A"
"79","'276","Germany","44","'0115","Barley","5510","Production","2016","2016","tonnes","10730500.000000","A"
"104","'372","Ireland","1738","'F1738","Fruit Primary","5419","Yield","2014","2014","hg/ha","224997.000000","E"
"27","'100","Bulgaria","984","'22253","Cheese from milk of sheep, fresh or processed","5510","Production","2007","2007","tonnes","11000.000000","E"
"150","'528","Netherlands","897","'22211","Whole milk powder","5510","Production","1989","1989","tonnes","188200.000000","A"
"198","'705","Slovenia","1841","'F1841","Oilcrops, Cake Equivalent","5510","Production","2003","2003","tonnes","3010.000000","E"
"68","'250","France","270","'01443","Rape or colza seed","5312","Area harvested","2005","2005","ha","1231505.000000","A"
"106","'380","Italy","367","'01211","Asparagus","5419","Yield","1982","1982","hg/ha","45812.000000","E"
"210","'752","Sweden","1037","'21511.01","Fat of pigs","5320","Producing Animals/Slaughtered","2018","2018","Head","2659270.000000","A"
"183","'642","Romania","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5312","Area harvested","1965","1965","ha","36736.000000","A"
"183","'642","Romania","201","'01704","Lentils, dry","5510","Production","2003","2003","tonnes",,"M"
"84","'300","Greece","260","'01450","Olives","5510","Production","1985","1985","tonnes","1907000.000000","A"
"11","'040","Austria","187","'01705","Peas, dry","5510","Production","1987","1987","tonnes","87760.000000","A"
"98","'191","Croatia","1726","'F1726","Pulses, Total","5510","Production","2020","2020","tonnes","3460.000000","E"
"203","'724","Spain","414","'01241.90","Other beans, green","5510","Production","1980","1980","tonnes","222700.000000","A"
"15","'058","Belgium-Luxembourg","417","'01242","Peas, green","5419","Yield","1997","1997","hg/ha","195986.000000","E"
"54","'208","Denmark","372","'01214","Lettuce and chicory","5510","Production","2009","2009","tonnes","9775.000000","A"
"84","'300","Greece","1749","'F1749","Sheep and Goats","5111","Stocks","1969","1969","Head","11729776.000000","E"
"183","'642","Romania","1140","'02191","Rabbits and hares","5112","Stocks","1966","1966","1000 Head","310.000000","A"
"97","'348","Hungary","677","'01659","Hop cones","5419","Yield","1971","1971","hg/ha","5777.000000","E"
"11","'040","Austria","1141","'21114","Meat of rabbits and hares, fresh or chilled","5424","Yield/Carcass Weight","1993","1993","0.1g/An","17013.000000","E"
"68","'250","France","358","'01212","Cabbages","5312","Area harvested","1970","1970","ha","17800.000000","E"
"134","'470","Malta","995","'02953","Raw hides and skins of sheep or lambs","5320","Producing Animals/Slaughtered","2007","2007","Head","6500.000000","E"
"106","'380","Italy","919","'02951.01","Raw hides and skins of cattle","5420","Yield","2000","2000","hg/An","336.000000","E"
"68","'250","France","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5510","Production","2011","2011","tonnes","284662.000000","I"
"199","'703","Slovakia","237","'2161","Soya bean oil","5510","Production","1999","1999","tonnes","601.790000","I"
"183","'642","Romania","103","'01199.02","Mixed grain","5510","Production","2019","2019","tonnes","0.000000","A"
"79","'276","Germany","1735","'F1735","Vegetables Primary","5312","Area harvested","1990","1990","ha","121573.000000","E"
"27","'100","Bulgaria","373","'01215","Spinach","5312","Area harvested","1962","1962","ha","550.000000","E"
"174","'620","Portugal","75","'0117","Oats","5510","Production","1977","1977","tonnes","59541.000000","A"
"174","'620","Portugal","181","'01702","Broad beans and horse beans, dry","5510","Production","1983","1983","tonnes","18073.000000","A"
"63","'233","Estonia","89","'01192","Buckwheat","5510","Production","1997","1997","tonnes","47.000000","A"
"98","'191","Croatia","2029","'F2029","Poultry Birds","5112","Stocks","2014","2014","1000 Head","10318.000000","E"
"98","'191","Croatia","777","'01929.02","True hemp, raw or retted","5312","Area harvested","2020","2020","ha","0.000000","A"
"255","'056","Belgium","1025","'02954","Raw hides and skins of goats or kids","5420","Yield","2016","2016","hg/An","33.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","515","'01341","Apples","5312","Area harvested","2016","2016","ha","16512.000000","A"
"173","'616","Poland","677","'01659","Hop cones","5510","Production","2008","2008","tonnes","3508.000000","A"
"84","'300","Greece","567","'01221","Watermelons","5312","Area harvested","2006","2006","ha","16653.000000","A"
"106","'380","Italy","83","'0114","Sorghum","5312","Area harvested","1965","1965","ha","5814.000000","A"
"104","'372","Ireland","1068","'02154","Ducks","5112","Stocks","1976","1976","1000 Head","136.000000","A"
"27","'100","Bulgaria","560","'01330","Grapes","5312","Area harvested","1999","1999","ha","110576.000000","A"
"256","'442","Luxembourg","56","'0112","Maize (corn)","5419","Yield","2007","2007","hg/ha","75445.000000","E"
"79","'276","Germany","1025","'02954","Raw hides and skins of goats or kids","5510","Production","1997","1997","tonnes","61.000000","I"
"174","'620","Portugal","75","'0117","Oats","5419","Yield","1980","1980","hg/ha","5491.000000","E"
"256","'442","Luxembourg","242","'0142","Groundnuts, excluding shelled","5312","Area harvested","2017","2017","ha",,"M"
"256","'442","Luxembourg","242","'0142","Groundnuts, excluding shelled","5510","Production","2012","2012","tonnes",,"M"
